pid,price,price_currency,price_timeframe,month,year,area,larea,type,otype,otype_sub,cid,rid,did,tagged_sid,renovation,nrooms,nbeds,nbaths,nbalcs,wfloor,status
737395,73017,lari,,1,2018,35,,for_sale,flat,Apartments,Tbilisi,Didube-Chugureti,Didube,A.Tsereteli ave.,Old renovated,1,1,1,1,3,old building
728131,299754,lari,,1,2018,156,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Saburtalo st.,Black Frame,4,3,2,2,15,
728127,261324,lari,,1,2018,136,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Saburtalo st.,Black Frame,4,3,3,2,15,
728123,134505,lari,,1,2018,70,,for_sale,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Saburtalo st.,Black Frame,2,1,1,1,15,
728071,176778,lari,,1,2018,115,,for_sale,flat,Apartments,Tbilisi,Didube-Chugureti,Didube,,Renovated,4,3,1,,8,
728056,269010,lari,,1,2018,,7000,for_sale,land,Land,Khoni,,,,,,,,,,
702026,128100,lari,,1,2018,70,,for_sale,flat,Apartments,Tbilisi,Gldani-Nadzaladevi,Sanzona,Gogoberidze st.,Newly renovated,2,1,1,1,5,
750873,12810,lari,month,1,2018,800,,for_rent,commercial_estate,Office,Tbilisi,Vake-Saburtalo,Saburtalo,Gagarini st.,,15,,3,,1,
753941,1025,lari,month,1,2018,62,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Vazha-pshavela ave.,Newly renovated,2,1,1,1,11,new building
770325,2050,lari,month,1,2018,80,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Tamarashvili st.,Newly renovated,3,2,1,1,6,new building
640021,2562,lari,month,1,2018,90,,for_rent,commercial_estate,Office,Tbilisi,Vake-Saburtalo,Saburtalo,Vazha-pshavela ave.,Eurostandard,3,,1,1,1,new building
649749,3203,lari,month,1,2018,190,,for_rent,commercial_estate,Office,Tbilisi,Vake-Saburtalo,Saburtalo,,Newly renovated,5,,3,2,10,new building
655638,1025,lari,month,1,2018,51,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,,Newly renovated,2,1,1,1,1,new building
661782,1537,lari,month,1,2018,90,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Bakhtrioni st.,Newly renovated,3,2,1,2,16,old building
