pid,price,price_currency,price_timeframe,month,year,area,larea,type,otype,otype_sub,cid,rid,did,tagged_sid,renovation,nrooms,nbeds,nbaths,nbalcs,wfloor,status
817620,Contract price,,,12,2019,300,900,for_sale,summer_house,Summer Cottage,Tbilisi,Old Tbilisi,Mtatsminda,,W/o renovation,6,3,2,1,,old building
828710,200,lari,month,12,2019,50,,for_rent,flat,Apartments,Bakuriani,,,,Newly renovated,2,1,2,1,5,new building
874054,585,lari,month,12,2019,23,,for_rent,flat,Apartments,Tbilisi,Vake-Saburtalo,Saburtalo,Khvichia st.,Newly renovated,1,1,1,,5,old building
1072576,50,lari,day,12,2019,,,for_lease_one,flat,Apartments,Batumi,,,,Newly renovated,3,2,1,1,8,old building
1040796,115920,lari,,12,2019,,4000,for_sale,land,Land,Bakuriani,,,,,,,,,,
1067429,450,lari,month,12,2019,20,,for_rent,flat,Apartments,Tbilisi,Old Tbilisi,Mtatsminda,,Newly renovated,1,1,1,,1,old building
1068147,450,lari,month,12,2019,20,,for_rent,flat,Apartments,Tbilisi,,,,Newly renovated,1,1,1,,1,old building
964254,40,lari,day,12,2019,,,for_lease_one,flat,Apartments,Batumi,,,Yusuf Kobaladze st.,Newly renovated,1,1,1,1,12,new building
1060257,Contract price,,,12,2019,,1300,for_sale,land,Land,Mtskheta,,,,,,,,,,
1110559,86940,lari,,12,2019,70,,for_sale,flat,Apartments,Batumi,,,,Old renovated,3,2,1,1,9,old building
1110550,70,lari,month,12,2019,48,,for_rent,flat,Apartments,Bakuriani,,,,Newly renovated,2,1,1,,1,new building
1110549,Contract price,,,12,2019,,15000,for_sale,land,Land,Tbilisi,Isani-Samgori,Samgori,Kakheti highway,,,,,,,
1110540,Contract price,,,12,2019,64,,for_sale,flat,Apartments,Rustavi,,,,Old renovated,2,1,1,1,8,old building
1110568,Contract price,,,12,2019,4500,4500,for_sale,summer_house,Summer Cottage,Gardabani,,,,W/o renovation,3,1,2,1,,old building
1108368,830,lari,month,12,2019,83,,for_rent,commercial_estate,Retail real estate,Kutaisi,,,,Newly renovated,2,,1,,1,new building
1110521,136206,lari,,12,2019,55,,for_sale,flat,Apartments,Tbilisi,Old Tbilisi,Avlabari,300 Aragveli st.,White Frame,2,1,1,1,10,new building
1110517,120,lari,day,12,2019,,,for_lease_one,flat,Apartments,Bakuriani,,,,Newly renovated,2,1,1,,6,new building
1110515,17388,lari,,12,2019,32,,for_sale,flat,Apartments,Gurjaani,,,,Old renovated,1,1,2,1,2,old building
1110510,700,lari,month,12,2019,1,,for_rent,flat,Apartments,Rustavi,,,,Newly renovated,2,1,1,1,4,
1110511,250,lari,month,12,2019,1,,for_rent,flat,Apartments,Rustavi,,,,,1,1,1,,3,
1110509,500,lari,month,12,2019,1,,for_rent,flat,Apartments,Rustavi,,,,Newly renovated,2,1,1,,1,
